Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(10),Firefox 69.0,,,2020-01-12 13:21:36,2020-01-12 13:21:46,10.005s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:21:46,2020-01-12 13:21:47,0.505s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:21:47,2020-01-12 13:21:50,3.004s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:21:50,2020-01-12 13:21:50,0.469s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:21:50,2020-01-12 13:21:51,0.571s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:21:51,2020-01-12 13:21:54,3.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:21:54,2020-01-12 13:21:54,0.303s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:21:54,2020-01-12 13:22:02,8.007s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:22:02,2020-01-12 13:22:02,0.325s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:22:02,2020-01-12 13:22:05,3.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:22:05,2020-01-12 13:22:06,0.309s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:22:06,2020-01-12 13:22:06,0.080s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:22:06,2020-01-12 13:22:06,0.002s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:22:06,2020-01-12 13:22:09,3.660s,PASSED
,,,,,,,
Test Cases/barmer,Firefox 69.0,,,2020-01-12 13:22:09,2020-01-12 13:22:47,37.260s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:22:09,2020-01-12 13:22:12,2.273s,PASSED
"navigateToUrl(""https://barmer.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:22:12,2020-01-12 13:22:14,2.288s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:22:14,2020-01-12 13:22:24,10.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:22:24,2020-01-12 13:22:24,0.482s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:22:24,2020-01-12 13:22:27,3.005s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:22:27,2020-01-12 13:22:28,0.472s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:22:28,2020-01-12 13:22:29,0.578s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:22:29,2020-01-12 13:22:32,3.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:22:32,2020-01-12 13:22:32,0.316s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:22:32,2020-01-12 13:22:40,8.005s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:22:40,2020-01-12 13:22:40,0.378s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:22:40,2020-01-12 13:22:43,3.007s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:22:43,2020-01-12 13:22:44,0.328s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:22:44,2020-01-12 13:22:44,0.087s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:22:44,2020-01-12 13:22:44,0.002s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:22:44,2020-01-12 13:22:47,2.877s,PASSED
,,,,,,,
Test Cases/bearingpoint,Firefox 69.0,,,2020-01-12 13:22:47,2020-01-12 13:23:23,36.301s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:22:47,2020-01-12 13:22:49,2.039s,PASSED
"navigateToUrl(""https://bearingpoint.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:22:49,2020-01-12 13:22:51,2.129s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:22:51,2020-01-12 13:23:01,10.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:23:01,2020-01-12 13:23:01,0.418s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:23:01,2020-01-12 13:23:04,3.005s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:23:04,2020-01-12 13:23:05,0.383s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:23:05,2020-01-12 13:23:05,0.493s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:23:05,2020-01-12 13:23:08,3.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:23:08,2020-01-12 13:23:08,0.296s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:23:08,2020-01-12 13:23:16,8.006s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:23:16,2020-01-12 13:23:17,0.304s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:23:17,2020-01-12 13:23:20,3.005s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:23:20,2020-01-12 13:23:20,0.283s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:23:20,2020-01-12 13:23:20,0.087s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:23:20,2020-01-12 13:23:20,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:23:20,2020-01-12 13:23:23,2.742s,PASSED
,,,,,,,
Test Cases/commerzbank,Firefox 69.0,,,2020-01-12 13:23:23,2020-01-12 13:23:56,33.201s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:23:23,2020-01-12 13:23:25,1.804s,PASSED
"navigateToUrl(""https://commerzbank.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:23:25,2020-01-12 13:23:27,2.087s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:23:27,2020-01-12 13:23:37,10.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:23:37,2020-01-12 13:23:37,0.462s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:23:37,2020-01-12 13:23:40,3.004s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:23:40,2020-01-12 13:23:41,0.358s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:23:41,2020-01-12 13:23:41,0.497s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:23:41,2020-01-12 13:23:41,0.294s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:23:41,2020-01-12 13:23:49,8.005s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:23:49,2020-01-12 13:23:50,0.314s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:23:50,2020-01-12 13:23:53,3.006s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:23:53,2020-01-12 13:23:53,0.306s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:23:53,2020-01-12 13:23:53,0.089s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:23:53,2020-01-12 13:23:53,0.002s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:23:53,2020-01-12 13:23:56,2.863s,PASSED
,,,,,,,
Test Cases/covestro,Firefox 69.0,,,2020-01-12 13:23:56,2020-01-12 13:24:34,38.321s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:23:56,2020-01-12 13:23:59,2.562s,PASSED
"navigateToUrl(""https://covestro.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:23:59,2020-01-12 13:24:01,2.318s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:24:01,2020-01-12 13:24:11,10.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:24:11,2020-01-12 13:24:12,0.418s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:24:12,2020-01-12 13:24:15,3.003s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:24:15,2020-01-12 13:24:15,0.413s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:24:15,2020-01-12 13:24:15,0.507s,PASSED
delay(5),Firefox 69.0,,,2020-01-12 13:24:15,2020-01-12 13:24:20,5.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:24:20,2020-01-12 13:24:21,0.297s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:24:21,2020-01-12 13:24:29,8.008s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:24:29,2020-01-12 13:24:29,0.344s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:24:29,2020-01-12 13:24:32,3.007s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:24:32,2020-01-12 13:24:32,0.343s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:24:32,2020-01-12 13:24:33,0.064s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:24:33,2020-01-12 13:24:33,0.002s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:24:33,2020-01-12 13:24:34,1.840s,PASSED
,,,,,,,
Test Cases/freshfields,Firefox 69.0,,,2020-01-12 13:24:34,2020-01-12 13:25:13,39.002s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:24:34,2020-01-12 13:24:36,1.842s,PASSED
"navigateToUrl(""https://freshfields.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:24:36,2020-01-12 13:24:38,2.044s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:24:38,2020-01-12 13:24:48,10.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:24:48,2020-01-12 13:24:49,0.429s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:24:49,2020-01-12 13:24:52,3.003s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:24:52,2020-01-12 13:24:52,0.361s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:24:52,2020-01-12 13:24:53,0.497s,PASSED
delay(5),Firefox 69.0,,,2020-01-12 13:24:53,2020-01-12 13:24:58,5.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:24:58,2020-01-12 13:24:58,0.268s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:24:58,2020-01-12 13:25:06,8.005s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:25:06,2020-01-12 13:25:06,0.303s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:25:06,2020-01-12 13:25:09,3.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:25:09,2020-01-12 13:25:10,0.310s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:25:10,2020-01-12 13:25:10,0.083s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:25:10,2020-01-12 13:25:10,0.000s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:25:10,2020-01-12 13:25:13,3.737s,PASSED
,,,,,,,
Test Cases/goomo,Firefox 69.0,,,2020-01-12 13:25:13,2020-01-12 13:25:52,38.168s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:25:13,2020-01-12 13:25:15,1.818s,PASSED
"navigateToUrl(""https://goomo.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:25:15,2020-01-12 13:25:18,2.311s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:25:18,2020-01-12 13:25:28,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:25:28,2020-01-12 13:25:28,0.417s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:25:28,2020-01-12 13:25:31,3.004s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:25:31,2020-01-12 13:25:31,0.352s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:25:31,2020-01-12 13:25:32,0.474s,PASSED
delay(5),Firefox 69.0,,,2020-01-12 13:25:32,2020-01-12 13:25:37,5.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:25:37,2020-01-12 13:25:37,0.295s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:25:37,2020-01-12 13:25:45,8.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:25:45,2020-01-12 13:25:45,0.309s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:25:45,2020-01-12 13:25:48,3.006s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:25:48,2020-01-12 13:25:49,0.296s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:25:49,2020-01-12 13:25:49,0.080s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:25:49,2020-01-12 13:25:49,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:25:49,2020-01-12 13:25:52,2.722s,PASSED
,,,,,,,
Test Cases/microfuzzy,Firefox 69.0,,,2020-01-12 13:25:52,2020-01-12 13:26:28,36.691s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:25:52,2020-01-12 13:25:53,1.797s,PASSED
"navigateToUrl(""https://microfuzzy.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:25:53,2020-01-12 13:25:55,1.899s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:25:55,2020-01-12 13:26:05,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:26:05,2020-01-12 13:26:06,0.421s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:26:06,2020-01-12 13:26:09,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:26:09,2020-01-12 13:26:09,0.348s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:26:09,2020-01-12 13:26:10,0.467s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:26:10,2020-01-12 13:26:13,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:26:13,2020-01-12 13:26:13,0.291s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:26:13,2020-01-12 13:26:21,8.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:26:21,2020-01-12 13:26:21,0.287s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:26:21,2020-01-12 13:26:24,3.005s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:26:24,2020-01-12 13:26:24,0.282s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:26:24,2020-01-12 13:26:25,0.071s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:26:25,2020-01-12 13:26:25,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:26:25,2020-01-12 13:26:28,3.738s,PASSED
,,,,,,,
Test Cases/roche,Firefox 69.0,,,2020-01-12 13:26:28,2020-01-12 13:27:09,40.810s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:26:28,2020-01-12 13:26:30,1.813s,PASSED
"navigateToUrl(""https://roche.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:26:30,2020-01-12 13:26:35,4.415s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:26:35,2020-01-12 13:26:45,10.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:26:45,2020-01-12 13:26:45,0.443s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:26:45,2020-01-12 13:26:48,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:26:48,2020-01-12 13:26:48,0.335s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:26:48,2020-01-12 13:26:49,0.467s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:26:49,2020-01-12 13:26:52,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:26:52,2020-01-12 13:26:52,0.294s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:26:52,2020-01-12 13:27:00,8.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:27:00,2020-01-12 13:27:00,0.353s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:27:00,2020-01-12 13:27:03,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:27:03,2020-01-12 13:27:04,0.287s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:27:04,2020-01-12 13:27:04,0.072s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 69.0,,,2020-01-12 13:27:04,2020-01-12 13:27:04,0.001s,PASSED
closeBrowser(),Firefox 69.0,,,2020-01-12 13:27:04,2020-01-12 13:27:09,5.224s,PASSED
,,,,,,,
Test Cases/roomit,Firefox 69.0,,,2020-01-12 13:27:09,2020-01-12 13:27:47,37.677s,PASSED
"openBrowser("""")",Firefox 69.0,,,2020-01-12 13:27:09,2020-01-12 13:27:12,2.544s,PASSED
"navigateToUrl(""https://roomit.acomodeo.com/en/"")",Firefox 69.0,,,2020-01-12 13:27:12,2020-01-12 13:27:14,2.133s,PASSED
delay(10),Firefox 69.0,,,2020-01-12 13:27:14,2020-01-12 13:27:24,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 69.0,,,2020-01-12 13:27:24,2020-01-12 13:27:24,0.438s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:27:24,2020-01-12 13:27:27,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 69.0,,,2020-01-12 13:27:27,2020-01-12 13:27:28,0.421s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 69.0,,,2020-01-12 13:27:28,2020-01-12 13:27:28,0.522s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:27:28,2020-01-12 13:27:31,3.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 69.0,,,2020-01-12 13:27:31,2020-01-12 13:27:32,0.301s,PASSED
delay(8),Firefox 69.0,,,2020-01-12 13:27:32,2020-01-12 13:27:40,8.004s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 69.0,,,2020-01-12 13:27:40,2020-01-12 13:27:40,0.299s,PASSED
delay(3),Firefox 69.0,,,2020-01-12 13:27:40,2020-01-12 13:27:43,3.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 69.0,,,2020-01-12 13:27:43,2020-01-12 13:27:43,0.276s,PASSED
